id,question,slug,endDate,outcomes,outcomePrices,active,acceptingOrders,volumeNum,liquidityNum,liquidityClob,liquidity,book_bids,book_asks,book_bid_sum,book_ask_sum,book_bid_size_sum,book_ask_size_sum,book_underround,book_overround,outcomes_list,outcomePrices_list,price_yes,price_no,ask_sum,sum_off,sum_bad,degenerate_prices,bestBid_num,bestAsk_num,mid,rel_spread,crossed_or_zero,stale_yes_ask,yes_on_tick,no_on_tick,liquidity_num
517014,Will The Fantastic Four: First Steps be the top grossing movie of 2025?,will-the-fantastic-four-first-steps-be-the-top-grossing-movie-of-2025,2025-12-31T12:00:00Z,"[""Yes"", ""No""]","[""0.0025"", ""0.9975""]",True,True,11239288.442226,508163.9959,508163.9959,508163.9959,"[0.001, 0.001]","[0.999, 0.999]",0.002,1.998,7180058.74,7180058.74,0.0,0.0,"['Yes', 'No']","[0.0025, 0.9975]",0.0025,0.9975,1.0,0.0,False,False,0.002,0.003,0.0025,0.4,False,False,False,False,508163.9959
517015,Will Jurassic World: Rebirth be the top grossing movie of 2025?,will-jurassic-world-rebirth-be-the-top-grossing-movie-of-2025,2025-12-31T12:00:00Z,"[""Yes"", ""No""]","[""0.0035"", ""0.9965""]",True,True,6793393.682187,435556.53303,435556.53303,435556.53303,"[0.001, 0.001]","[0.999, 0.999]",0.002,1.998,7110259.25,7110259.25,0.0,0.0,"['Yes', 'No']","[0.0035, 0.9965]",0.0035,0.9965,1.0,0.0,False,False,0.003,0.004,0.0035,0.2857142857142857,False,False,False,False,435556.53303
517016,Will Captain America: Brave New World be the top grossing movie of 2025?,will-captain-america-new-world-order-be-the-top-grossing-movie-of-2025,2025-12-31T12:00:00Z,"[""Yes"", ""No""]","[""0.0025"", ""0.9975""]",True,True,11612619.564847,59942.44323,59942.44323,59942.44323,"[0.001, 0.001]","[0.999, 0.999]",0.002,1.998,7153486.52,7153486.52,0.0,0.0,"['Yes', 'No']","[0.0025, 0.9975]",0.0025,0.9975,1.0,0.0,False,False,0.002,0.003,0.0025,0.4,False,False,False,False,59942.44323
517017,Will Zootopia 2 be the top grossing movie of 2025?,will-zootopia-2-be-the-top-grossing-movie-of-2025,2025-12-31T12:00:00Z,"[""Yes"", ""No""]","[""0.203"", ""0.797""]",True,True,2037812.090271,33752.78686,33752.78686,33752.78686,"[0.001, 0.001]","[0.999, 0.999]",0.002,1.998,7009625.34,7009625.34,0.0,0.0,"['Yes', 'No']","[0.203, 0.797]",0.203,0.797,1.0,0.0,False,False,0.192,0.214,0.203,0.10837438423645315,False,True,True,True,33752.78686
517019,Will How to Train Your Dragon be the top grossing movie of 2025?,will-how-to-train-your-dragon-be-the-top-grossing-movie-of-2025,2025-12-31T12:00:00Z,"[""Yes"", ""No""]","[""0.0025"", ""0.9975""]",True,True,10571719.977437,124216.20115,124216.20115,124216.20115,"[0.001, 0.001]","[0.999, 0.999]",0.002,1.998,7389303.04,7389303.04,0.0,0.0,"['Yes', 'No']","[0.0025, 0.9975]",0.0025,0.9975,1.0,0.0,False,False,0.002,0.003,0.0025,0.4,False,False,False,False,124216.20115
517020,Will A Minecraft Movie be the top grossing movie of 2025?,will-a-minecraft-movie-be-the-top-grossing-movie-of-2025,2025-12-31T12:00:00Z,"[""Yes"", ""No""]","[""0.126"", ""0.874""]",True,True,1345328.988068,32640.46395,32640.46395,32640.46395,"[0.001, 0.001]","[0.999, 0.999]",0.002,1.998,3509164.0999999996,3509164.0999999996,0.0,0.0,"['Yes', 'No']","[0.126, 0.874]",0.126,0.874,1.0,0.0,False,False,0.12,0.132,0.126,0.09523809523809532,False,True,True,True,32640.46395
517021,Will Lilo & Stitch be the top grossing movie of 2025?,will-movie-a-be-the-top-grossing-movie-of-2025,2025-12-31T12:00:00Z,"[""Yes"", ""No""]","[""0.0145"", ""0.9855""]",True,True,2822228.457246,100198.73133,100198.73133,100198.73133,"[0.001, 0.001]","[0.999, 0.999]",0.002,1.998,5624119.26,5624119.26,0.0,0.0,"['Yes', 'No']","[0.0145, 0.9855]",0.0145,0.9855,1.0,0.0,False,False,0.013,0.016,0.014499999999999999,0.206896551724138,False,False,False,False,100198.73133
516732,Will SpaceX have less than 100 launches in 2025?,will-spacex-have-less-than-100-launches-in-2025,2025-12-31T12:00:00Z,"[""Yes"", ""No""]","[""0"", ""1""]",True,False,12837.334009,0.0,0.0,0,[],[],0.0,0.0,0.0,0.0,1.0,0.0,"['Yes', 'No']","[0.0, 1.0]",0.0,1.0,1.0,0.0,False,True,,0.001,,,False,False,True,True,0.0
516734,Will SpaceX have between 120-139 launches in 2025?,will-spacex-have-between-120-139-launches-in-2025,2025-12-31T12:00:00Z,"[""Yes"", ""No""]","[""0.003"", ""0.997""]",True,True,9731.823944,4223.43354,4223.43354,4223.43354,"[0.001, 0.001]","[0.999, 0.999]",0.002,1.998,5442.77,5442.77,0.0,0.0,"['Yes', 'No']","[0.003, 0.997]",0.003,0.997,1.0,0.0,False,False,0.002,0.004,0.003,0.6666666666666666,False,False,True,True,4223.43354
516811,Will SpaceX have 200 or more launches in 2025?,will-spacex-have-200-or-more-launches-in-2025,2025-12-31T12:00:00Z,"[""Yes"", ""No""]","[""0.034"", ""0.966""]",True,True,53998.851793,11260.04539,11260.04539,11260.04539,"[0.001, 0.001]","[0.999, 0.999]",0.002,1.998,12088.15,12088.15,0.0,0.0,"['Yes', 'No']","[0.034, 0.966]",0.034,0.966,1.0,0.0,False,False,0.033,0.035,0.034,0.058823529411764754,False,False,True,True,11260.04539
516808,Will SpaceX have between 140-159 launches in 2025?,will-spacex-have-between-140-159-launches-in-2025,2025-12-31T12:00:00Z,"[""Yes"", ""No""]","[""0.0175"", ""0.9825""]",True,True,37175.413036,7051.52003,7051.52003,7051.52003,"[0.001, 0.001]","[0.999, 0.999]",0.002,1.998,8088.15,8088.15,0.0,0.0,"['Yes', 'No']","[0.0175, 0.9825]",0.0175,0.9825,1.0,0.0,False,False,0.017,0.018,0.0175,0.05714285714285699,False,False,False,False,7051.52003
516809,Will SpaceX have between 160-179 launches in 2025?,will-spacex-have-between-160-179-launches-in-2025,2025-12-31T12:00:00Z,"[""Yes"", ""No""]","[""0.915"", ""0.085""]",True,True,24161.051425,2838.1423,2838.1423,2838.1423,"[0.01, 0.01]","[0.99, 0.99]",0.02,1.98,211.91,211.91,0.0,0.0,"['Yes', 'No']","[0.915, 0.085]",0.915,0.085,1.0,0.0,False,False,0.91,0.92,0.915,0.010928961748633888,False,True,False,False,2838.1423
516810,Will SpaceX have between 180-199 launches in 2025?,will-spacex-have-between-180-199-launches-in-2025,2025-12-31T12:00:00Z,"[""Yes"", ""No""]","[""0.034"", ""0.966""]",True,True,19687.49115,4380.44164,4380.44164,4380.44164,"[0.001, 0.001]","[0.999, 0.999]",0.002,1.998,6088.14,6088.14,0.0,0.0,"['Yes', 'No']","[0.034, 0.966]",0.034,0.966,1.0,0.0,False,False,0.03,0.038,0.034,0.23529411764705882,False,True,True,True,4380.44164
516714,Weed rescheduled in 2025?,weed-rescheduled-in-2025,2025-12-31T12:00:00Z,"[""Yes"", ""No""]","[""0.095"", ""0.905""]",True,True,62310.296129,11513.751,11513.751,11513.751,"[0.01, 0.01]","[0.99, 0.99]",0.02,1.98,9534.81,9534.81,0.0,0.0,"['Yes', 'No']","[0.095, 0.905]",0.095,0.905,1.0,0.0,False,False,0.08,0.11,0.095,0.3157894736842105,False,True,False,False,11513.751
516715,Ukraine joins NATO in 2025?,ukraine-joins-nato-in-2025,2025-12-31T12:00:00Z,"[""Yes"", ""No""]","[""0.017"", ""0.983""]",True,True,157564.223947,24528.76804,24528.76804,24528.76804,"[0.001, 0.001]","[0.999, 0.999]",0.002,1.998,6270550.11,6270550.11,0.0,0.0,"['Yes', 'No']","[0.017, 0.983]",0.017,0.983,1.0,0.0,False,False,0.016,0.018,0.017,0.1176470588235293,False,False,True,True,24528.76804
516716,Khamenei out as Supreme Leader of Iran in 2025?,khamenei-out-as-supreme-leader-of-iran-in-2025,2025-12-31T12:00:00Z,"[""Yes"", ""No""]","[""0.065"", ""0.935""]",True,True,8694682.169568,167881.1469,167881.1469,167881.1469,"[0.01, 0.01]","[0.99, 0.99]",0.02,1.98,421672.62,421672.62,0.0,0.0,"['Yes', 'No']","[0.065, 0.935]",0.065,0.935,1.0,0.0,False,False,0.06,0.07,0.065,0.15384615384615397,False,True,False,False,167881.1469
516717,Nuclear weapon detonation in 2025?,nuclear-weapon-detonation-in-2025,2025-12-31T12:00:00Z,"[""Yes"", ""No""]","[""0.055"", ""0.945""]",True,True,1791875.741384,67283.0066,67283.0066,67283.0066,"[0.01, 0.01]","[0.99, 0.99]",0.02,1.98,90625.95,90625.95,0.0,0.0,"['Yes', 'No']","[0.055, 0.945]",0.055,0.945,1.0,0.0,False,False,0.05,0.06,0.055,0.18181818181818174,False,True,False,False,67283.0066
516719,Russia x Ukraine ceasefire in 2025?,russia-x-ukraine-ceasefire-in-2025,2025-12-31T12:00:00Z,"[""Yes"", ""No""]","[""0.065"", ""0.935""]",True,True,26196547.731188,618793.9294,618793.9294,618793.9294,"[0.01, 0.01]","[0.99, 0.99]",0.02,1.98,2145083.68,2145083.68,0.0,0.0,"['Yes', 'No']","[0.065, 0.935]",0.065,0.935,1.0,0.0,False,False,0.06,0.07,0.065,0.15384615384615397,False,True,False,False,618793.9294
516720,Putin out as President of Russia in 2025?,putin-out-as-president-of-russia-in-2025,2025-12-31T12:00:00Z,"[""Yes"", ""No""]","[""0.0115"", ""0.9885""]",True,True,1612236.951999,50910.80104,50910.80104,50910.80104,"[0.001, 0.001]","[0.999, 0.999]",0.002,1.998,2178296.35,2178296.35,0.0,0.0,"['Yes', 'No']","[0.0115, 0.9885]",0.0115,0.9885,1.0,0.0,False,False,0.011,0.012,0.0115,0.08695652173913052,False,False,False,False,50910.80104
516721,Netanyahu out by 2025?,netanyahu-out-in-2025-492,2025-12-31T12:00:00Z,"[""Yes"", ""No""]","[""0.0415"", ""0.9585""]",True,True,744384.913535,33163.5357,33163.5357,33163.5357,"[0.001, 0.001]","[0.999, 0.999]",0.002,1.998,10827.060000000001,10827.060000000001,0.0,0.0,"['Yes', 'No']","[0.0415, 0.9585]",0.0415,0.9585,1.0,0.0,False,False,0.041,0.042,0.0415,0.024096385542168693,False,False,False,False,33163.5357
